id,IDTechnology,NormalizedId,PBGID,CivilizationAbbreviation,CivilizationSlug,CivilizationAttributeName,ObjectId,ObjectName,ObjectNameType,ObjectDescription,BaseId,Name,AttributeName,Description,AvaiableAgeId,Hitpoints,Food,Gold,Wood,Stone,AgeId,VizierPoint,OliveOil,Total,Supply,Armor,Weapon,Aoe4AnalyticsGameVersion,Aoe4ReplayApiVersion,Aoe4ReplayApiBuild,Aoe4WorldAppVersion,Aoe4WorldAppDataChecksum,Aoe4WorldMajorVersion,Aoe4WorldDataRepositoryGitCommitHash
872,871,,171295,mo,mongols,mongol,horticulture-improved-2,Horticulture (Improved),technology,"Increase Villagers' gathering rate for Food by 15%. Does not apply to hunted meat.
If Horticulture has already been researched, increase it by 5% instead.",horticulture-improved,Horticulture (Improved),upgrade_econ_resource_food_harvest_rate_2_improved_mon,"Increase Villagers' gathering rate for Food by 15%. Does not apply to hunted meat.
If Horticulture has already been researched, increase it by 5% instead.",2,,0,100,50,150,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
873,872,,2101633,mo,mongols,mongol,incendiaries-3,Incendiaries,technology,Incendiary Ships gain +20% explosion range.,incendiaries,Incendiaries,upgrade_naval_incendiaries,Incendiary Ships gain +20% explosion range.,3,,100,250,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
874,873,,188332,mo,mongols,mongol,incendiary-arrows-4,Incendiary Arrows,technology,Flammable munitions grant non-gunpowder ranged units a siege arrow or bolt when attacking buildings and increase their damage by +20%.,incendiary-arrows,Incendiary Arrows,upgrade_ranged_incendiary_mon,Flammable munitions grant non-gunpowder ranged units a siege arrow or bolt when attacking buildings and increase their damage by +20%.,4,,0,1000,500,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
875,874,,188121,mo,mongols,mongol,insulated-helm-3,Insulated Helm,technology,Increase the melee armor of all non-siege units by +1.,insulated-helm,Insulated Helm,upgrade_melee_armor_ii,Increase the melee armor of all non-siege units by +1.,3,,100,250,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
876,875,,188266,mo,mongols,mongol,iron-undermesh-2,Iron Undermesh,technology,Increase the ranged armor of all non-siege units by +1.,iron-undermesh,Iron Undermesh,upgrade_ranged_armor_i,Increase the ranged armor of all non-siege units by +1.,2,,0,125,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
877,876,,2119227,mo,mongols,mongol,lightweight-beams-4,Lightweight Beams,technology,Increase Battering Ram attack speed by +20% and reduce their field construction time by -50%.,lightweight-beams,Lightweight Beams,upgrade_ram_scaling_mon,Increase Battering Ram attack speed by +20% and reduce their field construction time by -50%.,4,,0,400,300,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
878,877,,2117416,mo,mongols,mongol,lightweight-beams-improved-4,Lightweight Beams (Improved),technology,"Increase Battering Ram attack speed by +30% and reduce their field construction time by -75%.
If Lightweight Beams has already been researched, increase attack speed by +10% and reduce field construction time by -25% instead.",lightweight-beams-improved,Lightweight Beams (Improved),upgrade_ram_scaling_improved_mon,"Increase Battering Ram attack speed by +30% and reduce their field construction time by -75%.
If Lightweight Beams has already been researched, increase attack speed by +10% and reduce field construction time by -25% instead.",4,,0,400,300,700,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
879,878,,171836,mo,mongols,mongol,lumber-preservation-3,Lumber Preservation,technology,Increase Villagers' gathering rate for Wood by 15%.,lumber-preservation,Lumber Preservation,upgrade_econ_resource_wood_harvest_rate_3,Increase Villagers' gathering rate for Wood by 15%.,3,,100,250,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
880,879,,171838,mo,mongols,mongol,lumber-preservation-improved-3,Lumber Preservation (Improved),technology,"Increase Villagers' gathering rate for Wood by 22.5%.
If Lumber Preservation has already been researched, increase it by 7.5% instead.",lumber-preservation-improved,Lumber Preservation (Improved),upgrade_econ_resource_wood_harvest_rate_3_improved_mon,"Increase Villagers' gathering rate for Wood by 22.5%.
If Lumber Preservation has already been researched, increase it by 7.5% instead.",3,,100,250,0,350,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
881,880,,188127,mo,mongols,mongol,master-smiths-4,Master Smiths,technology,Increase the melee armor of all non-siege units by +1.,master-smiths,Master Smiths,upgrade_melee_armor_iii_mon,Increase the melee armor of all non-siege units by +1.,4,,150,350,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
882,881,,128454,mo,mongols,mongol,military-academy-3,Military Academy,technology,"Increase the production speed of infantry, cavalry, siege, and transport units at buildings by 33%.
Does not affect religious units or other support units.",military-academy,Military Academy,upgrade_tech_military_academy,"Increase the production speed of infantry, cavalry, siege, and transport units at buildings by 33%.
Does not affect religious units or other support units.",3,,0,250,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
883,882,,175024,mo,mongols,mongol,military-academy-improved-3,Military Academy (Improved),technology,"Increase the production speed of military and transport units at buildings by 53%.
Does not affect religious or other support units.
If Military Academy has already been researched, increase production speed by 20% instead.",military-academy-improved,Military Academy (Improved),upgrade_tech_military_academy_improved_mon,"Increase the production speed of military and transport units at buildings by 53%.
Does not affect religious or other support units.
If Military Academy has already been researched, increase production speed by 20% instead.",3,,0,250,100,350,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
884,883,,193988,mo,mongols,mongol,monastic-shrines-4,Monastic Shrines,technology,Prayer Tents allow Improved Production within their influence even without an Ovoo.,monastic-shrines,Monastic Shrines,upgrade_religious_monastery_ovoo_mon,Prayer Tents allow Improved Production within their influence even without an Ovoo.,4,,0,225,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
885,884,,2076426,mo,mongols,mongol,naval-arrowslits-2,Naval Arrowslits,technology,Add a defensive arrowslit to this Dock which only attacks ships.,naval-arrowslits,Naval Arrowslits,upgrade_naval_arrowslits,Add a defensive arrowslit to this Dock which only attacks ships.,2,,0,0,75,125,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
886,885,,2146759,mo,mongols,mongol,pax-mongolica-4,Pax Mongolica,technology,Add +300 health and +3 fire armor to all Outposts.,pax-mongolica,Pax Mongolica,upgrade_outpost_stone_mon,Add +300 health and +3 fire armor to all Outposts.,4,,0,700,0,300,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
887,886,,184856,mo,mongols,mongol,piety-4,Piety,technology,Increase the health of religious units by +40.,piety,Piety,upgrade_unit_religious_piety_4_mon,Increase the health of religious units by +40.,4,,0,325,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
888,887,,173546,mo,mongols,mongol,piety-improved-4,Piety (Improved),technology,"Increase all Shamans' health by +60.
If Piety has already been researched, increase it by +20 instead.",piety-improved,Piety (Improved),upgrade_unit_religious_piety_4_improved_mon,"Increase all Shamans' health by +60.
If Piety has already been researched, increase it by +20 instead.",4,,0,325,0,325,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
889,888,,2033835,mo,mongols,mongol,piracy-2,Piracy,technology,Gain +25 Wood and +25 Gold when sinking an enemy ship.,piracy,Piracy,upgrade_naval_piracy_mon,Gain +25 Wood and +25 Gold when sinking an enemy ship.,2,,50,125,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
890,889,,188374,mo,mongols,mongol,platecutter-point-4,Platecutter Point,technology,Increase the ranged damage of all arrows and bolts by +1.,platecutter-point,Platecutter Point,upgrade_ranged_damage_iii_mon,Increase the ranged damage of all arrows and bolts by +1.,4,,0,350,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
891,890,,171293,mo,mongols,mongol,precision-cross-breeding-4,Precision Cross-Breeding,technology,Increase Villagers' gathering rate for Food by 10%. Does not apply to hunted meat.,precision-cross-breeding,Precision Cross-Breeding,upgrade_econ_resource_food_harvest_rate_4,Increase Villagers' gathering rate for Food by 10%. Does not apply to hunted meat.,4,,0,500,250,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
892,891,,175042,mo,mongols,mongol,precision-cross-breeding-improved-4,Precision Cross-Breeding (Improved),technology,"Increase Villagers' gathering rate for Food by 15%. Does not apply to hunted meat.
If Precision Cross-Breeding has already been researched, increase it by 5% instead.",precision-cross-breeding-improved,Precision Cross-Breeding (Improved),upgrade_econ_resource_food_harvest_rate_4_improved_mon,"Increase Villagers' gathering rate for Food by 15%. Does not apply to hunted meat.
If Precision Cross-Breeding has already been researched, increase it by 5% instead.",4,,0,500,250,750,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
893,892,,205915,mo,mongols,mongol,professional-scouts-2,Professional Scouts,technology,"Scouts gain the ability to carry animal carcasses and +100% damage against wild animals.
Scouts move -35% slower while carrying and cannot pick up Boar.",professional-scouts,Professional Scouts,upgrade_scout_forester_mon,"Scouts gain the ability to carry animal carcasses and +100% damage against wild animals.
Scouts move -35% slower while carrying and cannot pick up Boar.",2,,0,275,75,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
894,893,,168857,mo,mongols,mongol,professional-scouts-improved-2,Professional Scouts (Improved),technology,"Scouts gain the ability to carry animal carcasses and +200% damage against wild animals. Scouts move -35% slower while carrying a carcass and cannot pick up Boar.
If Professional Scouts has already been researched, increase damage by +100% instead.",professional-scouts-improved,Professional Scouts (Improved),upgrade_scout_forester_improved_mon,"Scouts gain the ability to carry animal carcasses and +200% damage against wild animals. Scouts move -35% slower while carrying a carcass and cannot pick up Boar.
If Professional Scouts has already been researched, increase damage by +100% instead.",2,,0,275,75,100,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
895,894,,205550,mo,mongols,mongol,raid-bounty-2,Raid Bounty,technology,Increase the raid income for igniting a building to +50 Food and Gold.,raid-bounty,Raid Bounty,upgrade_raid_bounty_mon,Increase the raid income for igniting a building to +50 Food and Gold.,2,,100,250,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
896,895,,205807,mo,mongols,mongol,raid-bounty-improved-2,Raid Bounty (Improved),technology,"Increase the raid income for igniting a building to +75 Food and Gold.
If Raid Bounty has already been researched, increase the raid income for igniting a building by +25 Food and Gold.",raid-bounty-improved,Raid Bounty (Improved),upgrade_raid_bounty_improved_mon,"Increase the raid income for igniting a building to +75 Food and Gold.
If Raid Bounty has already been researched, increase the raid income for igniting a building by +25 Food and Gold.",2,,100,250,0,350,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
897,896,,184762,mo,mongols,mongol,roller-shutter-triggers-4,Roller Shutter Triggers,technology,Increases Springald attack speed by +25% and grants +10% Ranged Resistance.,roller-shutter-triggers,Roller Shutter Triggers,upgrade_siege_roller_trigger_mon,Increases Springald attack speed by +25% and grants +10% Ranged Resistance.,4,,0,350,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
898,897,,175010,mo,mongols,mongol,roller-shutter-triggers-improved-4,Roller Shutter Triggers (Improved),technology,"Increases Springald attack speed by +35% and grants +10% Ranged Resistance.
If Roller Shutter Triggers has already been researched, increase by 10% instead.",roller-shutter-triggers-improved,Roller Shutter Triggers (Improved),upgrade_siege_roller_trigger_improved_mon,"Increases Springald attack speed by +35% and grants +10% Ranged Resistance.
If Roller Shutter Triggers has already been researched, increase by 10% instead.",4,,0,350,150,500,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
899,898,,9000626,mo,mongols,mongol,serpentine-powder-4,Serpentine Powder,technology,"With new gunpowder, Handcannoneers gain +8 damage against melee infantry and gain a brief increase to their movement speed after firing their weapon.",serpentine-powder,Serpentine Powder,upgrade_ranged_leadshot_mon,"With new gunpowder, Handcannoneers gain +8 damage against melee infantry and gain a brief increase to their movement speed after firing their weapon.",4,,300,500,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
900,899,,2032215,mo,mongols,mongol,shaft-mining-3,Shaft Mining,technology,Increase Villagers' gathering rate for Gold by 15%.,shaft-mining,Shaft Mining,upgrade_econ_resource_gold_harvest_rate_3_mon,Increase Villagers' gathering rate for Gold by 15%.,3,,0,250,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
901,900,,171826,mo,mongols,mongol,shaft-mining-improved-3,Shaft Mining (Improved),technology,"Increase Villagers' gathering rate for Gold by 22.5%.
If Acid Distillation has already been researched, increase it by 7.5% instead.",shaft-mining-improved,Shaft Mining (Improved),upgrade_econ_resource_gold_harvest_rate_3_improved_mon,"Increase Villagers' gathering rate for Gold by 22.5%.
If Acid Distillation has already been researched, increase it by 7.5% instead.",3,,0,250,100,350,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
902,901,,2101643,mo,mongols,mongol,shipwrights-4,Shipwrights,technology,Increase the health of all military ships by +20% and ranged armor by +1.,shipwrights,Shipwrights,upgrade_naval_shipwrights,Increase the health of all military ships by +20% and ranged armor by +1.,4,,300,550,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
903,902,,127860,mo,mongols,mongol,siege-engineering-2,Siege Engineering,technology,Melee and ranged infantry can construct Siege Towers and Battering Rams in the field.,siege-engineering,Siege Engineering,upgrade_siege_engineers,Melee and ranged infantry can construct Siege Towers and Battering Rams in the field.,2,,0,125,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
904,903,,177939,mo,mongols,mongol,siege-engineering-improved-2,Siege Engineering (Improved),technology,"Melee and ranged infantry can construct Siege Towers and Battering Rams in the field. Improved Siege Engineering allows for the construction of Mangonels, Springalds and Trebuchets as well.",siege-engineering-improved,Siege Engineering (Improved),upgrade_improved_siege_engineers_mon,"Melee and ranged infantry can construct Siege Towers and Battering Rams in the field. Improved Siege Engineering allows for the construction of Mangonels, Springalds and Trebuchets as well.",2,,0,125,50,175,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
905,904,,184768,mo,mongols,mongol,siege-works-4,Siege Works,technology,New carpentry techniques increase the health of siege units by +20%.,siege-works,Siege Works,upgrade_siege_works_mon,New carpentry techniques increase the health of siege units by +20%.,4,,0,600,300,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
906,905,,184769,mo,mongols,mongol,siege-works-improved-4,Siege Works (Improved),technology,"New carpentry techniques increase the health of siege engines by +30%.
If Siege Works has already been researched, increase their health by +10% instead.",siege-works-improved,Siege Works (Improved),upgrade_siege_works_improved_mon,"New carpentry techniques increase the health of siege engines by +30%.
If Siege Works has already been researched, increase their health by +10% instead.",4,,0,600,300,900,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
907,906,,205553,mo,mongols,mongol,siha-bow-limbs-4,Siha Bow Limbs,technology,Increase the ranged damage of Mangudai and the Khan by +1.,siha-bow-limbs,Siha Bow Limbs,upgrade_mangudai_weapon_damage_mon,Increase the ranged damage of Mangudai and the Khan by +1.,4,,0,200,75,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
908,907,,205803,mo,mongols,mongol,siha-bow-limbs-improved-4,Siha Bow Limbs (Improved),technology,"Increase the ranged damage of Mangudai and the Khan by +2.
If Siha Bow Limbs has already been researched, increase the ranged damage of Mangudai and the Khan by +1.",siha-bow-limbs-improved,Siha Bow Limbs (Improved),upgrade_mangudai_weapon_damage_improved_mon,"Increase the ranged damage of Mangudai and the Khan by +2.
If Siha Bow Limbs has already been researched, increase the ranged damage of Mangudai and the Khan by +1.",4,,0,200,75,275,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
909,908,,9000625,mo,mongols,mongol,silk-bowstrings-4,Silk Bowstrings,technology,Stringing bows with silk grants Archers +2 range and Mounted Archers +1 range.,silk-bowstrings,Silk Bowstrings,upgrade_ranged_archer_silkstring_mon,Stringing bows with silk grants Archers +2 range and Mounted Archers +1 range.,4,,0,700,300,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
910,909,,2032216,mo,mongols,mongol,specialized-pick-2,Specialized Pick,technology,Increase Villagers' gathering rate for Gold by 15%.,specialized-pick,Specialized Pick,upgrade_econ_resource_gold_harvest_rate_2_mon,Increase Villagers' gathering rate for Gold by 15%.,2,,0,100,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
911,910,,171825,mo,mongols,mongol,specialized-pick-improved-2,Specialized Pick (Improved),technology,"Increase Villagers' gathering rate for Gold by 22.5%.
If Specialized Pick has already been researched, increase it by 7.5% instead.",specialized-pick-improved,Specialized Pick (Improved),upgrade_econ_resource_gold_harvest_rate_2_improved_mon,"Increase Villagers' gathering rate for Gold by 22.5%.
If Specialized Pick has already been researched, increase it by 7.5% instead.",2,,0,100,50,150,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
912,911,,2101638,mo,mongols,mongol,springald-crews-3,Springald Crews,technology,Springald Ships gain +1 range and attack 20% faster.,springald-crews,Springald Crews,upgrade_naval_springald_ship_upgrade_1,Springald Ships gain +1 range and attack 20% faster.,3,,150,350,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
913,912,,186399,mo,mongols,mongol,springald-emplacement-3,Springald Emplacement,technology,Add a defensive springald emplacement to this structure. Only one weapon emplacement can be added.,springald-emplacement,Springald Emplacement,upgrade_outpost_springald_mon,Add a defensive springald emplacement to this structure. Only one weapon emplacement can be added.,3,,0,50,0,125,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
914,913,,2126207,mo,mongols,mongol,spyglass-4,Spyglass,technology,Increase the sight radius of Scouts by 30%.,spyglass,Spyglass,upgrade_scout_los_increase,Increase the sight radius of Scouts by 30%.,4,,0,50,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
915,914,,188269,mo,mongols,mongol,steeled-arrow-2,Steeled Arrow,technology,Increase the ranged damage of all arrows and bolts by +1.,steeled-arrow,Steeled Arrow,upgrade_ranged_damage_i,Increase the ranged damage of all arrows and bolts by +1.,2,,0,125,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
916,915,,2137100,mo,mongols,mongol,steppe-lancers-3,Steppe Lancers,technology,Increase Keshik healing by +1 Health per attack and attack speed by +10%.,steppe-lancers,Steppe Lancers,upgrade_lancer_healing_mon,Increase Keshik healing by +1 Health per attack and attack speed by +10%.,3,,150,350,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
917,916,,2137099,mo,mongols,mongol,steppe-lancers-improved-4,Steppe Lancers (Improved),technology,"Increase Keshik healing by +2 Health per attack and attack speed by +20%.
If Steppe Lancers has already been researched, increase Keshik healing by +1 Health per attack and attack speed by +10%.",steppe-lancers-improved,Steppe Lancers (Improved),upgrade_lancer_healing_improved_mon,"Increase Keshik healing by +2 Health per attack and attack speed by +20%.
If Steppe Lancers has already been researched, increase Keshik healing by +1 Health per attack and attack speed by +10%.",4,,150,350,0,500,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
918,917,,205555,mo,mongols,mongol,stone-bounty-4,Stone Bounty,technology,Add +50 Stone to the raid income for igniting a building.,stone-bounty,Stone Bounty,upgrade_raid_stone_bounty_mon,Add +50 Stone to the raid income for igniting a building.,4,,100,225,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
919,918,,205808,mo,mongols,mongol,stone-bounty-improved-4,Stone Bounty (Improved),technology,"Add +75 Stone to the raid income for igniting a building.
If Stone Bounty has already been researched, add +25 Stone to the raid income for igniting a building.",stone-bounty-improved,Stone Bounty (Improved),upgrade_raid_stone_bounty_improved_mon,"Add +75 Stone to the raid income for igniting a building.
If Stone Bounty has already been researched, add +25 Stone to the raid income for igniting a building.",4,,100,225,0,325,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
920,919,,205556,mo,mongols,mongol,stone-commerce-4,Stone Commerce,technology,Traders supply +10% Stone to their trades.,stone-commerce,Stone Commerce,upgrade_trader_silkroad_stone_mon,Traders supply +10% Stone to their trades.,4,,300,700,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
921,920,,205810,mo,mongols,mongol,stone-commerce-improved-4,Stone Commerce (Improved),technology,"Traders supply +20% Stone to their trades.
If Stone Commerce has already been researched, supply +10% Stone instead.",stone-commerce-improved,Stone Commerce (Improved),upgrade_trader_silkroad_stone_improved_mon,"Traders supply +20% Stone to their trades.
If Stone Commerce has already been researched, supply +10% Stone instead.",4,,300,700,0,1000,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
922,921,,178718,mo,mongols,mongol,superior-mobility-1,Superior Mobility,technology,Packed buildings move and pack/unpack 50% faster.,superior-mobility,Superior Mobility,upgrade_unit_town_center_faster_packing_1_mon,Packed buildings move and pack/unpack 50% faster.,1,,0,75,25,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
923,922,,9000088,mo,mongols,mongol,superior-mobility-improved-2,Superior Mobility (Improved),technology,"Packed buildings move +70% faster and pack/unpack +50% faster.
If Superior Mobility has already been researched, increase speed by +20% instead.",superior-mobility-improved,Superior Mobility (Improved),upgrade_unit_town_center_faster_packing_1_improved_mon,"Packed buildings move +70% faster and pack/unpack +50% faster.
If Superior Mobility has already been researched, increase speed by +20% instead.",2,,0,75,25,100,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
924,923,,205917,mo,mongols,mongol,survival-techniques-1,Survival Techniques,technology,Increase Villagers' hunted meat gather rate by +15%.,survival-techniques,Survival Techniques,upgrade_econ_villager_hunting_gear_1_mon,Increase Villagers' hunted meat gather rate by +15%.,1,,0,75,25,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
925,924,,203469,mo,mongols,mongol,survival-techniques-improved-1,Survival Techniques (Improved),technology,"Increase Villagers' hunted meat gather rate by +20%.
If Survival Techniques has already been researched, increase hunted meat gather rate by +5% instead.",survival-techniques-improved,Survival Techniques (Improved),upgrade_econ_villager_hunting_gear_1_improved_mon,"Increase Villagers' hunted meat gather rate by +20%.
If Survival Techniques has already been researched, increase hunted meat gather rate by +5% instead.",1,,0,75,25,100,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
926,925,,2101653,mo,mongols,mongol,swivel-cannon-4,Swivel Cannon,technology,Springald Ships gain an additional Cannon which fires in 360 degrees.,swivel-cannon,Swivel Cannon,upgrade_naval_swivel_cannon,Springald Ships gain an additional Cannon which fires in 360 degrees.,4,,150,350,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
927,926,,2045367,mo,mongols,mongol,textiles-2,Textiles,technology,Increase Villagers' health by +50%.,textiles,Textiles,upgrade_villager_health,Increase Villagers' health by +50%.,2,,50,100,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
928,927,,2062167,mo,mongols,mongol,textiles-improved-3,Textiles (Improved),technology,"Increase Villagers' health by +50%.
If Textiles has already been researched, increase health by +100% instead.",textiles-improved,Textiles (Improved),upgrade_villager_health_improved_mon,"Increase Villagers' health by +50%.
If Textiles has already been researched, increase health by +100% instead.",3,,50,100,0,150,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
929,928,,184823,mo,mongols,mongol,tithe-barns-4,Tithe Barns,technology,"Relics placed in a Prayer Tent provide an income of +40 Food, +40 Wood, and +10 Stone every minute.",tithe-barns,Tithe Barns,upgrade_unit_religious_tithe_barn_4_mon,"Relics placed in a Prayer Tent provide an income of +40 Food, +40 Wood, and +10 Stone every minute.",4,,0,500,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
930,929,,173571,mo,mongols,mongol,tithe-barns-improved-4,Tithe Barns (Improved),technology,"Relics placed in a Prayer Tent provide an income of +60 Food, +60 Wood, and +15 Stone every minute.
If Tithe Barns has already been researched, increase the income of Food and Wood by +20 and Stone by +5 instead.",tithe-barns-improved,Tithe Barns (Improved),upgrade_unit_religious_tithe_barn_4_improved_mon,"Relics placed in a Prayer Tent provide an income of +60 Food, +60 Wood, and +15 Stone every minute.
If Tithe Barns has already been researched, increase the income of Food and Wood by +20 and Stone by +5 instead.",4,,0,500,0,500,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
