id,IDObjectType,PBGID,Category,SubCategory,Religious,Infantry,Cavalry,Villager,Siege,Ranged,Melee,Military,Civilian,Unit,Building,Technology,Ability,Gunpowder,Camel,Archer,Ship,Incendiary,Springald,Warship,Khaganate,Mixed,Elephand,Battle,Monk,Hero,Force,Aoe4AnalyticsGameVersion,Aoe4ReplayApiVersion,Aoe4ReplayApiBuild,Aoe4WorldAppVersion,Aoe4WorldAppDataChecksum,Aoe4WorldMajorVersion,Aoe4WorldDataRepositoryGitCommitHash
1423,1422,5472991,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1424,1423,5960907,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1425,1424,132684,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1426,1425,133439,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1427,1426,134927,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1428,1427,135798,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1429,1428,144657,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1430,1429,166248,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1431,1430,199627,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1432,1431,2034596,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1433,1432,2586732,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1434,1433,2986701,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1435,1434,3329586,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1436,1435,4964555,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1437,1436,5400246,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1438,1437,5833938,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1439,1438,7914115,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1440,1439,133458,Unit,N/A,0,1,0,0,0,1,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1441,1440,2104181,Unit,N/A,0,1,0,0,0,1,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1442,1441,2139646,Ability,N/A,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1443,1442,2141405,Ability,N/A,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1444,1443,2104689,Unit,N/A,0,0,1,0,0,1,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1445,1444,2145566,Technology,N/A,0,1,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1446,1445,2055467,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1447,1446,178718,Technology,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1448,1447,9000088,Technology,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1449,1448,182138,Ability,N/A,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1450,1449,203467,Technology,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1451,1450,203468,Technology,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1452,1451,205917,Technology,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1453,1452,2159812,Technology,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1454,1453,203469,Technology,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1455,1454,2138274,Ability,N/A,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1456,1455,2138275,Ability,N/A,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1457,1456,200137,Technology,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1458,1457,2101653,Technology,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1459,1458,2101974,Technology,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1460,1459,2129926,Ability,N/A,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1461,1460,2126336,Ability,N/A,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1462,1461,2137905,Technology,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1463,1462,2144250,Ability,N/A,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1464,1463,2122036,Building,N/A,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1465,1464,2136857,Technology,N/A,0,0,0,0,0,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1466,1465,2137904,Technology,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1467,1466,2033749,Technology,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1468,1467,2104320,Technology,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1469,1468,2122034,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1470,1469,7368723,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1471,1470,2045367,Technology,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1472,1471,2051723,Technology,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1473,1472,2062167,Technology,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1474,1473,133425,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1475,1474,2076747,Ability,N/A,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1476,1475,136385,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1477,1476,136389,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1478,1477,166270,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1479,1478,2101718,Technology,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1480,1479,129407,Technology,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1481,1480,181968,Technology,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1482,1481,184823,Technology,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1483,1482,2103125,Technology,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1484,1483,2104275,Technology,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1485,1484,2104276,Technology,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1486,1485,2124353,Technology,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1487,1486,173571,Technology,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1488,1487,2136640,Ability,N/A,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1489,1488,2140330,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1490,1489,2668497,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1491,1490,136091,Unit,N/A,0,0,1,0,0,1,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1492,1491,2104184,Unit,N/A,0,0,1,0,0,1,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1493,1492,135886,Building,N/A,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1494,1493,200847,Ability,N/A,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1495,1494,2141356,Unit,N/A,0,0,0,0,1,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1496,1495,129271,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1497,1496,137295,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1498,1497,178551,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1499,1498,178553,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1500,1499,178559,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1501,1500,188691,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1502,1501,188762,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1503,1502,199641,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1504,1503,2034617,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1505,1504,2104747,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1506,1505,2233879,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1507,1506,3039906,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1508,1507,3209472,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1509,1508,4105278,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1510,1509,6034931,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1511,1510,7057070,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1512,1511,171143,Unit,N/A,0,0,0,0,1,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1513,1512,174217,Unit,N/A,0,0,0,0,1,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1514,1513,2059610,Technology,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1515,1514,2062057,Ability,N/A,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1516,1515,196680,Unit,N/A,0,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1517,1516,196681,Unit,N/A,0,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1518,1517,196682,Unit,N/A,0,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1519,1518,196684,Unit,N/A,0,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1520,1519,196685,Unit,N/A,0,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1521,1520,196687,Unit,N/A,0,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1522,1521,199729,Unit,N/A,0,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1523,1522,2110038,Unit,N/A,0,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1524,1523,2226732,Unit,N/A,0,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1525,1524,2672613,Unit,N/A,0,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1526,1525,2958354,Unit,N/A,0,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1527,1526,3437361,Unit,N/A,0,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1528,1527,3676139,Unit,N/A,0,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1529,1528,7433153,Unit,N/A,0,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1530,1529,2033118,Technology,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1531,1530,129600,Unit,N/A,0,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1532,1531,132306,Unit,N/A,0,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1533,1532,133488,Unit,N/A,0,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1534,1533,134750,Unit,N/A,0,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1535,1534,136076,Unit,N/A,0,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1536,1535,143716,Unit,N/A,0,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1537,1536,166422,Unit,N/A,0,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1538,1537,199744,Unit,N/A,0,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1539,1538,2046466,Unit,N/A,0,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1540,1539,2201796,Unit,N/A,0,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1541,1540,2762454,Unit,N/A,0,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1542,1541,3765649,Unit,N/A,0,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1543,1542,5080225,Unit,N/A,0,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1544,1543,5309942,Unit,N/A,0,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1545,1544,2133600,Ability,N/A,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1546,1545,200091,Technology,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1547,1546,193113,Unit,N/A,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1548,1547,193118,Unit,N/A,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1549,1548,193123,Unit,N/A,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1550,1549,193128,Unit,N/A,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1551,1550,193133,Unit,N/A,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1552,1551,193143,Unit,N/A,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1553,1552,199730,Unit,N/A,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1554,1553,2046452,Unit,N/A,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1555,1554,2100725,Unit,N/A,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1556,1555,3991723,Unit,N/A,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1557,1556,5465446,Unit,N/A,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1558,1557,5886437,Unit,N/A,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1559,1558,6555999,Unit,N/A,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1560,1559,7831339,Unit,N/A,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1561,1560,2104444,Technology,N/A,0,0,1,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1562,1561,2127492,Ability,N/A,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1563,1562,2138249,Ability,N/A,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1564,1563,2055468,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1565,1564,2025322,Technology,N/A,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1566,1565,2127064,Unit,N/A,0,0,1,0,0,0,1,0,1,1,0,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1567,1566,2127073,Ability,N/A,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1568,1567,132746,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1569,1568,133392,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1570,1569,134864,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1571,1570,145519,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1572,1571,166262,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1573,1572,2034615,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1574,1573,2104746,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1575,1574,3749500,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
1576,1575,5303138,Building,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,,0
