id,IDUnit,NormalizedId,PBGID,CivilizationAbbreviation,CivilizationSlug,CivilizationAttributeName,ObjectId,ObjectName,ObjectNameType,ObjectDescription,BaseId,Name,AttributeName,Description,AvaiableAgeId,Hitpoints,Food,Gold,Wood,Stone,AgeId,VizierPoint,OliveOil,Total,Supply,Armor,Weapon,Aoe4AnalyticsGameVersion,Aoe4ReplayApiVersion,Aoe4ReplayApiBuild,Aoe4WorldAppVersion,Aoe4WorldAppDataChecksum,Aoe4WorldMajorVersion,Aoe4WorldDataRepositoryGitCommitHash
560,559,,4857694,od,orderofthedragon,hre_ha_01,counterweight-trebuchet-3,Counterweight Trebuchet,unit,"Powerful siege engine effective at destroying buildings and walls over a great distance.
+ Bonus damage vs buildings
- Must be set up to fire
- Inaccurate against units",counterweight-trebuchet,Counterweight Trebuchet,unit_trebuchet_4_cw_hre_ha_01,"Powerful siege engine effective at destroying buildings and walls over a great distance.
+ Bonus damage vs buildings
- Must be set up to fire
- Inaccurate against units",3,140.0,0,150,400,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
561,560,,7541634,od,orderofthedragon,hre_ha_01,culverin-4,Culverin,unit,"Long-range mobile cannon with bonus vs buildings.
+ Effective against Defenses
+ Does not require setup to fire",culverin,Culverin,unit_culverin_4_hre_ha_01,"Long-range mobile cannon with bonus vs buildings.
+ Effective against Defenses
+ Does not require setup to fire",4,200.0,0,550,325,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
562,561,,2280488,od,orderofthedragon,hre_ha_01,demolition-ship-3,Demolition Ship,unit,"Small ship packed with explosives. Detonates when killed, damaging any units in the area.
- Damage is reduced further from the explosion center
- No weapons other than self-destruction",demolition-ship,Demolition Ship,unit_naval_fireship_3_hre_ha_01,"Small ship packed with explosives. Detonates when killed, damaging any units in the area.
- Damage is reduced further from the explosion center
- No weapons other than self-destruction",3,145.0,0,80,80,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
563,562,,6922142,od,orderofthedragon,hre_ha_01,fishing-boat-2,Fishing Boat,unit,"Small boat that gathers Food from either Deep Water Fish or Shoreline Fish. Drops off gathered resources at the Dock.
+ Can repair
- No combat",fishing-boat,Fishing Boat,unit_naval_fishing_boat_2_hre_ha_01,"Small boat that gathers Food from either Deep Water Fish or Shoreline Fish. Drops off gathered resources at the Dock.
+ Can repair
- No combat",2,100.0,0,0,75,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
564,563,,8686565,od,orderofthedragon,hre_ha_01,galley-2,Galley,unit,"Oared war vessel armed with a crew of archers.
+ Increased maneuverability
+ Benefits from ranged damage Blacksmith technology",galley,Galley,unit_naval_war_galley_3_hre_ha_01,"Oared war vessel armed with a crew of archers.
+ Increased maneuverability
+ Benefits from ranged damage Blacksmith technology",2,300.0,80,0,150,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
565,564,,3407191,od,orderofthedragon,hre_ha_01,gilded-archer-2,Gilded Archer,unit,"Ranged infantry with good damage vs. unarmored targets and increased fire rate and longer weapon range than standard Archers.
+ Increased weapon range
+ Faster attack speed
- Weak against armored targets
- Countered by Horsemen",gilded-archer,Gilded Archer,unit_archer_2_hre_ha_01,"Ranged infantry with good damage vs. unarmored targets and increased fire rate and longer weapon range than standard Archers.
+ Increased weapon range
+ Faster attack speed
- Weak against armored targets
- Countered by Horsemen",2,125.0,60,0,100,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
566,565,,7608893,od,orderofthedragon,hre_ha_01,gilded-archer-3,Veteran Gilded Archer,unit,"Cheap ranged infantry with good damage vs. unarmored targets.
+ High rate of fire
- Weak against armored targets
- Countered by Horsemen",gilded-archer,Veteran Gilded Archer,unit_archer_3_hre_ha_01,"Cheap ranged infantry with good damage vs. unarmored targets.
+ High rate of fire
- Weak against armored targets
- Countered by Horsemen",3,145.0,60,0,100,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
567,566,,3838492,od,orderofthedragon,hre_ha_01,gilded-archer-4,Elite Gilded Archer,unit,"Cheap ranged infantry with good damage vs. unarmored targets.
+ High rate of fire
- Weak against armored targets
- Countered by Horsemen",gilded-archer,Elite Gilded Archer,unit_archer_4_hre_ha_01,"Cheap ranged infantry with good damage vs. unarmored targets.
+ High rate of fire
- Weak against armored targets
- Countered by Horsemen",4,160.0,60,0,100,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
568,567,,6903464,od,orderofthedragon,hre_ha_01,gilded-crossbowman-3,Gilded Crossbowman,unit,"Crossbowmen with increased range and exceptionally high damage against armored units.
+ Anti-armor specialist
+ Long range
- Low health
- Countered by Horsemen",gilded-crossbowman,Gilded Crossbowman,unit_crossbowman_3_hre_ha_01,"Crossbowmen with increased range and exceptionally high damage against armored units.
+ Anti-armor specialist
+ Long range
- Low health
- Countered by Horsemen",3,140.0,160,80,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
569,568,,4526942,od,orderofthedragon,hre_ha_01,gilded-crossbowman-4,Elite Gilded Crossbowman,unit,"Crossbowmen with increased range and exceptionally high damage against armored units.
+ Anti-armor specialist
+ Long range
- Low health
- Countered by Horsemen",gilded-crossbowman,Elite Gilded Crossbowman,unit_crossbowman_4_hre_ha_01,"Crossbowmen with increased range and exceptionally high damage against armored units.
+ Anti-armor specialist
+ Long range
- Low health
- Countered by Horsemen",4,170.0,160,80,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
570,569,,6642514,od,orderofthedragon,hre_ha_01,gilded-handcannoneer-4,Gilded Handcannoneer,unit,"More powerful all-purpose ranged infantry with increased attack speed.
+ High damage
+ Increased attack speed
- High cost
- Slow movement speed
- Countered by Horsemen",gilded-handcannoneer,Gilded Handcannoneer,unit_handcannon_4_hre_ha_01,"More powerful all-purpose ranged infantry with increased attack speed.
+ High damage
+ Increased attack speed
- High cost
- Slow movement speed
- Countered by Horsemen",4,250.0,240,240,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
571,570,,3581644,od,orderofthedragon,hre_ha_01,gilded-horseman-2,Gilded Horseman,unit,"Fast cavalry effective at raiding, flanking, and countering ranged units.
+ High movement speed
- Weak against melee units
- Countered by Spearmen",gilded-horseman,Gilded Horseman,unit_horseman_2_hre_ha_01,"Fast cavalry effective at raiding, flanking, and countering ranged units.
+ High movement speed
- Weak against melee units
- Countered by Spearmen",2,250.0,200,0,40,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
572,571,,8642669,od,orderofthedragon,hre_ha_01,gilded-horseman-3,Veteran Gilded Horseman,unit,"Fast cavalry effective at raiding, flanking, and countering ranged units.
+ High movement speed
- Weak against melee units
- Countered by Spearmen",gilded-horseman,Veteran Gilded Horseman,unit_horseman_3_hre_ha_01,"Fast cavalry effective at raiding, flanking, and countering ranged units.
+ High movement speed
- Weak against melee units
- Countered by Spearmen",3,310.0,200,0,40,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
573,572,,6249668,od,orderofthedragon,hre_ha_01,gilded-horseman-4,Elite Gilded Horseman,unit,"Fast cavalry effective at raiding, flanking, and countering ranged units.
+ High movement speed
- Weak against melee units
- Countered by Spearmen",gilded-horseman,Elite Gilded Horseman,unit_horseman_4_hre_ha_01,"Fast cavalry effective at raiding, flanking, and countering ranged units.
+ High movement speed
- Weak against melee units
- Countered by Spearmen",4,360.0,200,0,40,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
574,573,,4832700,od,orderofthedragon,hre_ha_01,gilded-knight-3,Gilded Knight,unit,"Expensive cavalry with a powerful charge.
+ Heavy armor
+ Strong in melee combat
- Countered by Spearmen and Crossbowmen",gilded-knight,Gilded Knight,unit_knight_3_hre_ha_01,"Expensive cavalry with a powerful charge.
+ Heavy armor
+ Strong in melee combat
- Countered by Spearmen and Crossbowmen",3,400.0,280,200,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
575,574,,7628156,od,orderofthedragon,hre_ha_01,gilded-knight-4,Elite Gilded Knight,unit,"Expensive cavalry with high damage and melee armor. Effective against melee units.
+ Heavy armor
+ Strong in melee combat
- Countered by Spearmen and Crossbowmen",gilded-knight,Elite Gilded Knight,unit_knight_4_hre_ha_01,"Expensive cavalry with high damage and melee armor. Effective against melee units.
+ Heavy armor
+ Strong in melee combat
- Countered by Spearmen and Crossbowmen",4,460.0,280,200,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
576,575,,4625630,od,orderofthedragon,hre_ha_01,gilded-landsknecht-3,Gilded Landsknecht,unit,"Brave unarmored infantry with an enormous two-handed sword, effective in mixed armies.
+ Melee attack deals area damage
- Low health
- Countered by Archers",gilded-landsknecht,Gilded Landsknecht,unit_landsknecht_3_hre_ha_01,"Brave unarmored infantry with an enormous two-handed sword, effective in mixed armies.
+ Melee attack deals area damage
- Low health
- Countered by Archers",3,180.0,120,200,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
577,576,,2670797,od,orderofthedragon,hre_ha_01,gilded-landsknecht-4,Elite Gilded Landsknecht,unit,"Brave unarmored infantry with an enormous two-handed sword, effective in mixed armies.
+ Melee attack deals area damage
- Low health
- Countered by Archers",gilded-landsknecht,Elite Gilded Landsknecht,unit_landsknecht_4_hre_ha_01,"Brave unarmored infantry with an enormous two-handed sword, effective in mixed armies.
+ Melee attack deals area damage
- Low health
- Countered by Archers",4,220.0,120,200,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
578,577,,8377303,od,orderofthedragon,hre_ha_01,gilded-man-at-arms-2,Early Gilded Man-at-Arms,unit,"Tough infantry with good damage.
+ High armor
- Slow movement
- Countered by Knights, Lancers, and Crossbowmen",gilded-man-at-arms,Early Gilded Man-at-Arms,unit_manatarms_2_hre_ha_01,"Tough infantry with good damage.
+ High armor
- Slow movement
- Countered by Knights, Lancers, and Crossbowmen",2,230.0,200,40,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
579,578,,6291367,od,orderofthedragon,hre_ha_01,gilded-man-at-arms-3,Gilded Man-at-Arms,unit,"Tough infantry with good damage.
+ High armor
- Slow movement
- Countered by Knights, Lancers, and Crossbowmen",gilded-man-at-arms,Gilded Man-at-Arms,unit_manatarms_3_hre_ha_01,"Tough infantry with good damage.
+ High armor
- Slow movement
- Countered by Knights, Lancers, and Crossbowmen",3,290.0,200,40,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
580,579,,4252958,od,orderofthedragon,hre_ha_01,gilded-man-at-arms-4,Elite Gilded Man-at-Arms,unit,"Tough infantry with good damage.
+ High armor
- Slow movement
- Countered by Knights, Lancers, and Crossbowmen",gilded-man-at-arms,Elite Gilded Man-at-Arms,unit_manatarms_4_hre_ha_01,"Tough infantry with good damage.
+ High armor
- Slow movement
- Countered by Knights, Lancers, and Crossbowmen",4,340.0,200,40,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
581,580,,3735944,od,orderofthedragon,hre_ha_01,gilded-spearman-1,Gilded Spearman,unit,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",gilded-spearman,Gilded Spearman,unit_spearman_1_hre_ha_01,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",1,160.0,120,0,40,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
582,581,,3834129,od,orderofthedragon,hre_ha_01,gilded-spearman-2,Hardened Gilded Spearman,unit,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",gilded-spearman,Hardened Gilded Spearman,unit_spearman_2_hre_ha_01,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",2,180.0,120,0,40,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
583,582,,4502609,od,orderofthedragon,hre_ha_01,gilded-spearman-3,Veteran Gilded Spearman,unit,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",gilded-spearman,Veteran Gilded Spearman,unit_spearman_3_hre_ha_01,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",3,220.0,120,0,40,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
584,583,,7605490,od,orderofthedragon,hre_ha_01,gilded-spearman-4,Elite Gilded Spearman,unit,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",gilded-spearman,Elite Gilded Spearman,unit_spearman_4_hre_ha_01,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",4,260.0,120,0,40,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
585,584,,2513732,od,orderofthedragon,hre_ha_01,gilded-villager-1,Gilded Villager,unit,"Gathers Wood, Food, Stone, and Gold. Builds and repairs buildings and can repair siege engines and naval units. Gathers resources 28% quicker and builds and repairs 20% faster than regular Villagers.
- Weak in combat",gilded-villager,Gilded Villager,unit_villager_1_hre_ha_01,"Gathers Wood, Food, Stone, and Gold. Builds and repairs buildings and can repair siege engines and naval units. Gathers resources 28% quicker and builds and repairs 20% faster than regular Villagers.
- Weak in combat",1,65.0,60,0,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
586,585,,2265911,od,orderofthedragon,hre_ha_01,hulk-2,Hulk,unit,"Ship equipped with broadside ballistae.
+ Strong against Arrow Ships
- Lower maneuverability",hulk,Hulk,unit_naval_combat_ship_2_hre_ha_01,"Ship equipped with broadside ballistae.
+ Strong against Arrow Ships
- Lower maneuverability",2,450.0,110,30,200,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
587,586,,6182386,od,orderofthedragon,hre_ha_01,mangonel-3,Mangonel,unit,"Fires multiple projectiles dealing damage in an area.
+ Effective against massed units
- Must be set up to fire",mangonel,Mangonel,unit_mangonel_3_hre_ha_01,"Fires multiple projectiles dealing damage in an area.
+ Effective against massed units
- Must be set up to fire",3,130.0,0,200,400,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
588,587,,5982677,od,orderofthedragon,hre_ha_01,prelate-1,Prelate,unit,"Support unit with no combat capability. Can pick up Relics, convert enemy units, and capture Sacred Sites starting in the Castle Age (III).
+ Heals friendly units
- Low health",prelate,Prelate,unit_monk_1_hre_ha_01,"Support unit with no combat capability. Can pick up Relics, convert enemy units, and capture Sacred Sites starting in the Castle Age (III).
+ Heals friendly units
- Low health",1,90.0,0,100,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
589,588,,8092678,od,orderofthedragon,hre_ha_01,scout-1,Scout,unit,"Lightly armed cavalry effective at exploring the world, hunting wildlife, and herding Sheep.
+ Able to see into Stealth Forests
+ Health regeneration
+ High movement speed
- Very weak in combat",scout,Scout,unit_scout_1_hre_ha_01,"Lightly armed cavalry effective at exploring the world, hunting wildlife, and herding Sheep.
+ Able to see into Stealth Forests
+ Health regeneration
+ High movement speed
- Very weak in combat",1,110.0,70,0,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
590,589,,2367445,od,orderofthedragon,hre_ha_01,siege-tower-2,Siege Tower,unit,"Tall infantry transport with no combat capability. Allows garrisoned infantry to be unloaded directly onto Stone Walls.
+ High ranged armor
- Cannot attack
- Slow movement speed",siege-tower,Siege Tower,unit_siege_tower_3_hre_ha_01,"Tall infantry transport with no combat capability. Allows garrisoned infantry to be unloaded directly onto Stone Walls.
+ High ranged armor
- Cannot attack
- Slow movement speed",2,480.0,0,0,125,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
591,590,,2998550,od,orderofthedragon,hre_ha_01,springald-3,Springald,unit,"Anti-unit siege weapon. Fires bolts that pierce multiple units.
+ Does not require setup to fire
+ Bonus damage vs. melee infantry
- Trivial damage vs. buildings",springald,Springald,unit_springald_3_hre_ha_01,"Anti-unit siege weapon. Fires bolts that pierce multiple units.
+ Does not require setup to fire
+ Bonus damage vs. melee infantry
- Trivial damage vs. buildings",3,75.0,0,100,150,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
592,591,,3676139,od,orderofthedragon,hre_ha_01,trade-ship-2,Trade Ship,unit,"Trade Ships generate Gold and Wood when assigned to a trade route with a Coastal Trade Post or another player's Dock.
- No combat",trade-ship,Trade Ship,unit_naval_trade_ship_3_hre_ha_01,"Trade Ships generate Gold and Wood when assigned to a trade route with a Coastal Trade Post or another player's Dock.
- No combat",2,225.0,0,100,100,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
593,592,,5309942,od,orderofthedragon,hre_ha_01,trader-1,Trader,unit,"Traders generate Gold when assigned to trade with a Trade Post or another player’s Market. The distance between the trade target and Market determines the amount of Gold. Once assigned to trade, the Trader makes repeated trips between its Home Market and the trade target. You can assign a new Home Market if you wish to.",trader,Trader,unit_trade_cart_hre_ha_01,"Traders generate Gold when assigned to trade with a Trade Post or another player’s Market. The distance between the trade target and Market determines the amount of Gold. Once assigned to trade, the Trader makes repeated trips between its Home Market and the trade target. You can assign a new Home Market if you wish to.",1,90.0,0,60,60,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
594,593,,5886437,od,orderofthedragon,hre_ha_01,transport-ship-2,Transport Ship,unit,"Large oared vessel able to transport land units across water.
+ Can be garrisoned by any unit
+ Uses sight range of units in garrison
- No combat",transport-ship,Transport Ship,unit_naval_transport_ship_2_hre_ha_01,"Large oared vessel able to transport land units across water.
+ Can be garrisoned by any unit
+ Uses sight range of units in garrison
- No combat",2,400.0,0,0,100,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
595,594,,2046427,ot,ottomans,ottoman,archer-2,Archer,unit,"Cheap ranged infantry with good damage vs. unarmored targets.
+ High rate of fire
- Weak against armored targets
- Countered by Horsemen",archer,Archer,unit_archer_2_ott,"Cheap ranged infantry with good damage vs. unarmored targets.
+ High rate of fire
- Weak against armored targets
- Countered by Horsemen",2,70.0,30,0,50,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
596,595,,2046428,ot,ottomans,ottoman,archer-3,Veteran Archer,unit,"Cheap ranged infantry with good damage vs. unarmored targets.
+ High rate of fire
- Weak against armored targets
- Countered by Horsemen",archer,Veteran Archer,unit_archer_3_ott,"Cheap ranged infantry with good damage vs. unarmored targets.
+ High rate of fire
- Weak against armored targets
- Countered by Horsemen",3,80.0,30,0,50,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
597,596,,2046429,ot,ottomans,ottoman,archer-4,Elite Archer,unit,"Cheap ranged infantry with good damage vs. unarmored targets.
+ High rate of fire
- Weak against armored targets
- Countered by Horsemen",archer,Elite Archer,unit_archer_4_ott,"Cheap ranged infantry with good damage vs. unarmored targets.
+ High rate of fire
- Weak against armored targets
- Countered by Horsemen",4,95.0,30,0,50,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
598,597,,2108175,ot,ottomans,ottoman,battering-ram-2,Battering Ram,unit,"Durable infantry transport effective against buildings and walls.
+ High ranged armor
+ High health
- Takes bonus damage from melee attacks
- Can only attack buildings
- Slow movement speed",battering-ram,Battering Ram,unit_workshop_ram_3_ott,"Durable infantry transport effective against buildings and walls.
+ High ranged armor
+ High health
- Takes bonus damage from melee attacks
- Can only attack buildings
- Slow movement speed",2,370.0,0,0,200,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
599,598,,2046447,ot,ottomans,ottoman,carrack-4,Carrack,unit,"Large sailed war vessel armed with broadside cannons.
+ Anti-structure specialist
- Low movement speed",carrack,Carrack,unit_naval_combat_warship_4_ott,"Large sailed war vessel armed with broadside cannons.
+ Anti-structure specialist
- Low movement speed",4,700.0,200,200,200,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
600,599,,9000524,ot,ottomans,ottoman,cavalry-archer-2,Cavalry Archer,unit,"Highly mobile long ranged cavalry which fires two arrows in quick succession. 
+ High mobility
- Weak vs ranged units",cavalry-archer,Cavalry Archer,unit_horsearcher_2_ott,"Highly mobile long ranged cavalry which fires two arrows in quick succession. 
+ High mobility
- Weak vs ranged units",2,95.0,100,0,80,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
601,600,,9000522,ot,ottomans,ottoman,cavalry-archer-3,Veteran Cavalry Archer,unit,"Highly mobile long ranged cavalry which fires two arrows in quick succession. 
+ High mobility
- Weak vs ranged units",cavalry-archer,Veteran Cavalry Archer,unit_horsearcher_3_ott,"Highly mobile long ranged cavalry which fires two arrows in quick succession. 
+ High mobility
- Weak vs ranged units",3,105.0,100,0,80,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
602,601,,9000523,ot,ottomans,ottoman,cavalry-archer-4,Elite Cavalry Archer,unit,"Highly mobile long ranged cavalry which fires two arrows in quick succession. 
+ High mobility
- Weak vs ranged units",cavalry-archer,Elite Cavalry Archer,unit_horsearcher_4_ott,"Highly mobile long ranged cavalry which fires two arrows in quick succession. 
+ High mobility
- Weak vs ranged units",4,140.0,100,0,80,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
603,602,,2046467,ot,ottomans,ottoman,counterweight-trebuchet-3,Counterweight Trebuchet,unit,"Powerful siege engine effective at destroying buildings and walls over a great distance.
+ Bonus damage vs buildings
- Must be set up to fire
- Inaccurate against units",counterweight-trebuchet,Counterweight Trebuchet,unit_trebuchet_4_cw_ott,"Powerful siege engine effective at destroying buildings and walls over a great distance.
+ Bonus damage vs buildings
- Must be set up to fire
- Inaccurate against units",3,140.0,0,150,400,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
604,603,,2046432,ot,ottomans,ottoman,crossbowman-3,Crossbowman,unit,"High damage ranged unit best against armored targets.
+ Anti-armor specialist
- Low health
- Countered by Horsemen",crossbowman,Crossbowman,unit_crossbowman_3_ott,"High damage ranged unit best against armored targets.
+ Anti-armor specialist
- Low health
- Countered by Horsemen",3,80.0,80,40,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
605,604,,2046433,ot,ottomans,ottoman,crossbowman-4,Elite Crossbowman,unit,"High damage ranged unit best against armored targets.
+ Anti-armor specialist
- Low health
- Countered by Horsemen",crossbowman,Elite Crossbowman,unit_crossbowman_4_ott,"High damage ranged unit best against armored targets.
+ Anti-armor specialist
- Low health
- Countered by Horsemen",4,95.0,80,40,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
606,605,,2046448,ot,ottomans,ottoman,demolition-ship-3,Demolition Ship,unit,"Small ship packed with explosives. Detonates when killed, damaging any units in the area.
- Damage is reduced further from the explosion center
- No weapons other than self-destruction",demolition-ship,Demolition Ship,unit_naval_fireship_3_ott,"Small ship packed with explosives. Detonates when killed, damaging any units in the area.
- Damage is reduced further from the explosion center
- No weapons other than self-destruction",3,145.0,0,80,80,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
607,606,,2101917,ot,ottomans,ottoman,dhow-2,Dhow,unit,"Light war vessel armed with a crew of archers.
+ Increased maneuverability and speed.
+ Benefits from ranged damage Blacksmith technology",dhow,Dhow,unit_naval_dhow_2_ott,"Light war vessel armed with a crew of archers.
+ Increased maneuverability and speed.
+ Benefits from ranged damage Blacksmith technology",2,300.0,80,0,150,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
608,607,,2046449,ot,ottomans,ottoman,fishing-boat-2,Fishing Boat,unit,"Small boat that gathers Food from either Deep Water Fish or Shoreline Fish. Drops off gathered resources at the Dock.
+ Can repair
- No combat",fishing-boat,Fishing Boat,unit_naval_fishing_boat_2_ott,"Small boat that gathers Food from either Deep Water Fish or Shoreline Fish. Drops off gathered resources at the Dock.
+ Can repair
- No combat",2,100.0,0,0,75,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
609,608,,2056917,ot,ottomans,ottoman,grand-galley-4,Grand Galley,unit,"Large oared vessel which can be upgraded into a naval Military School.
+ Large hold which can be garrisoned by any unit once upgraded into a Military School
+ Very long range
- Lower damage",grand-galley,Grand Galley,unit_naval_galleass_4_ott,"Large oared vessel which can be upgraded into a naval Military School.
+ Large hold which can be garrisoned by any unit once upgraded into a Military School
+ Very long range
- Lower damage",4,750.0,135,300,360,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
